transaction_id,customer_id,amount,category,payment_method,location,timestamp,is_fraud
TXN00064,CUST7439,115.41,travel,upi,Bangalore,2024-01-01 01:04:00,0
TXN00065,CUST8892,6.15,health,upi,Chennai,2024-01-01 01:05:00,0
TXN00066,CUST7863,294.49,travel,upi,Chennai,2024-01-01 01:06:00,0
TXN00067,CUST8916,194.48,health,upi,Mumbai,2024-01-01 01:07:00,0
TXN00068,CUST9529,183.94,electronics,wallet,Mumbai,2024-01-01 01:08:00,0
TXN00069,CUST1878,157.95,food,netbanking,Bangalore,2024-01-01 01:09:00,0
TXN00070,CUST5887,178.47,travel,netbanking,Chennai,2024-01-01 01:10:00,0
TXN00071,CUST5859,545.61,food,upi,Pune,2024-01-01 01:11:00,0
TXN00072,CUST7331,1.72,food,upi,Mumbai,2024-01-01 01:12:00,0
TXN00073,CUST9571,9.8,travel,wallet,Pune,2024-01-01 01:13:00,0
TXN00074,CUST9684,42.51,travel,upi,Pune,2024-01-01 01:14:00,0
TXN00075,CUST8208,93.37796024545274,food,wallet,Chennai,2024-01-01 01:15:00,1
TXN00076,CUST6276,100.47866305446138,shopping,wallet,Bangalore,2024-01-01 01:16:00,1
TXN00077,CUST3062,222.91,shopping,card,Pune,2024-01-01 01:17:00,0
TXN00078,CUST1064,502.2638813927926,travel,card,Bangalore,2024-01-01 01:18:00,1
TXN00079,CUST9006,960.21,food,upi,Mumbai,2024-01-01 01:19:00,0
TXN00080,CUST3568,51.47,food,wallet,Chennai,2024-01-01 01:20:00,0
TXN00081,CUST6463,74.45,electronics,upi,Delhi,2024-01-01 01:21:00,0
TXN00082,CUST3027,830.07,food,card,Chennai,2024-01-01 01:22:00,0
TXN00083,CUST3695,356.47,shopping,card,Delhi,2024-01-01 01:23:00,0
TXN00084,CUST6258,349.9670808558584,electronics,card,Mumbai,2024-01-01 01:24:00,1
TXN00085,CUST6618,161.76,shopping,card,Bangalore,2024-01-01 01:25:00,0
TXN00086,CUST7736,370.53,health,card,Mumbai,2024-01-01 01:26:00,0
TXN00087,CUST1391,131.16,travel,upi,Chennai,2024-01-01 01:27:00,0
TXN00088,CUST6892,46.14,health,upi,Delhi,2024-01-01 01:28:00,0
TXN00089,CUST4561,352.57,travel,card,Delhi,2024-01-01 01:29:00,0
TXN00090,CUST7184,154.34,shopping,upi,Chennai,2024-01-01 01:30:00,0
TXN00091,CUST4099,33.22,shopping,card,Chennai,2024-01-01 01:31:00,0
TXN00092,CUST7278,140.88,health,card,Mumbai,2024-01-01 01:32:00,0
TXN00093,CUST9392,106.62,travel,card,Pune,2024-01-01 01:33:00,0
TXN00094,CUST4104,418.86,travel,upi,Delhi,2024-01-01 01:34:00,0
TXN00095,CUST8215,26.95,electronics,upi,Chennai,2024-01-01 01:35:00,0
TXN00096,CUST3454,1376.6820222420554,food,wallet,Mumbai,2024-01-01 01:36:00,1
TXN00097,CUST9996,143.57,electronics,upi,Pune,2024-01-01 01:37:00,0
TXN00098,CUST3731,103.63,shopping,upi,Bangalore,2024-01-01 01:38:00,0
TXN00099,CUST9154,35.34,health,netbanking,Chennai,2024-01-01 01:39:00,0
TXN00100,CUST6056,241.34,travel,card,Pune,2024-01-01 01:40:00,0
TXN00101,CUST9110,522.93,electronics,card,Bangalore,2024-01-01 01:41:00,0
TXN00102,CUST4840,94.12,health,upi,Bangalore,2024-01-01 01:42:00,0
TXN00103,CUST2028,55.3,health,upi,Mumbai,2024-01-01 01:43:00,0
TXN00104,CUST8385,161.88,food,wallet,Delhi,2024-01-01 01:44:00,0
TXN00105,CUST1502,318.11,travel,netbanking,Chennai,2024-01-01 01:45:00,0
TXN00106,CUST7910,0.75,health,card,Pune,2024-01-01 01:46:00,0
TXN00107,CUST7938,199.6,travel,card,Bangalore,2024-01-01 01:47:00,0
TXN00108,CUST5488,181.52,electronics,upi,Delhi,2024-01-01 01:48:00,0
TXN00109,CUST1206,76.59,health,upi,Bangalore,2024-01-01 01:49:00,0
TXN00110,CUST6134,120.09,health,netbanking,Chennai,2024-01-01 01:50:00,0
TXN00111,CUST6977,56.73,electronics,card,Chennai,2024-01-01 01:51:00,0
TXN00112,CUST8721,312.02,travel,netbanking,Mumbai,2024-01-01 01:52:00,0
TXN00113,CUST8035,201.32,travel,card,Chennai,2024-01-01 01:53:00,0
TXN00114,CUST2484,152.16,health,upi,Chennai,2024-01-01 01:54:00,0
TXN00115,CUST8858,99.69,electronics,netbanking,Chennai,2024-01-01 01:55:00,0
TXN00116,CUST1863,68.89,shopping,wallet,Delhi,2024-01-01 01:56:00,0
TXN00117,CUST3790,346.02,travel,upi,Pune,2024-01-01 01:57:00,0
TXN00118,CUST8408,120.08,shopping,wallet,Pune,2024-01-01 01:58:00,0
TXN00119,CUST9755,139.21,health,wallet,Chennai,2024-01-01 01:59:00,0
TXN00120,CUST6116,147.14,shopping,wallet,Pune,2024-01-01 02:00:00,0
TXN00121,CUST7019,118.97,shopping,card,Chennai,2024-01-01 02:01:00,0
TXN00122,CUST2757,59.17,travel,wallet,Pune,2024-01-01 02:02:00,0
TXN00123,CUST8574,25.64,health,card,Pune,2024-01-01 02:03:00,0
TXN00124,CUST7374,20.75,shopping,netbanking,Bangalore,2024-01-01 02:04:00,0
TXN00125,CUST7892,283.32,travel,upi,Delhi,2024-01-01 02:05:00,0
TXN00126,CUST2678,50.6,shopping,card,Bangalore,2024-01-01 02:06:00,0
TXN00127,CUST4242,11.46,travel,card,Bangalore,2024-01-01 02:07:00,0
TXN00128,CUST5636,319.42,health,netbanking,Pune,2024-01-01 02:08:00,0
TXN00129,CUST2059,33.46,electronics,netbanking,Mumbai,2024-01-01 02:09:00,0
TXN00130,CUST7668,196.24,travel,upi,Mumbai,2024-01-01 02:10:00,0
TXN00131,CUST4157,82.69,travel,netbanking,Delhi,2024-01-01 02:11:00,0
TXN00132,CUST6915,27.04,shopping,card,Chennai,2024-01-01 02:12:00,0
TXN00133,CUST3693,107.05,health,upi,Pune,2024-01-01 02:13:00,0
TXN00134,CUST4627,2.98,food,upi,Delhi,2024-01-01 02:14:00,0
TXN00135,CUST6450,1229.6892056405,food,upi,Bangalore,2024-01-01 02:15:00,1
TXN00136,CUST2663,144.1,electronics,wallet,Pune,2024-01-01 02:16:00,0
TXN00137,CUST6592,29.97,health,wallet,Bangalore,2024-01-01 02:17:00,0
TXN00138,CUST8392,54.09,travel,card,Delhi,2024-01-01 02:18:00,0
TXN00139,CUST2306,118.83,food,wallet,Mumbai,2024-01-01 02:19:00,0
TXN00140,CUST7776,41.87,electronics,netbanking,Delhi,2024-01-01 02:20:00,0
TXN00141,CUST6864,62.56,health,upi,Pune,2024-01-01 02:21:00,0
TXN00142,CUST8526,152.88,electronics,card,Pune,2024-01-01 02:22:00,0
TXN00143,CUST9901,357.48,food,netbanking,Chennai,2024-01-01 02:23:00,0
TXN00144,CUST6575,102.78,shopping,upi,Mumbai,2024-01-01 02:24:00,0
TXN00145,CUST6530,252.44,shopping,netbanking,Pune,2024-01-01 02:25:00,0
TXN00146,CUST5413,418.6,health,wallet,Mumbai,2024-01-01 02:26:00,0
TXN00147,CUST4748,48.75,electronics,netbanking,Pune,2024-01-01 02:27:00,0
TXN00148,CUST1663,329.21,travel,wallet,Mumbai,2024-01-01 02:28:00,0
TXN00149,CUST2998,283.27,food,netbanking,Delhi,2024-01-01 02:29:00,0
TXN00150,CUST8994,88.3,shopping,card,Mumbai,2024-01-01 02:30:00,0
TXN00151,CUST2495,911.66,shopping,wallet,Bangalore,2024-01-01 02:31:00,0
TXN00152,CUST4304,60.92,electronics,wallet,Delhi,2024-01-01 02:32:00,0
TXN00153,CUST4763,58.82,shopping,upi,Pune,2024-01-01 02:33:00,0
TXN00154,CUST6232,1215.4683681804122,electronics,wallet,Pune,2024-01-01 02:34:00,1
TXN00155,CUST2853,114.06,food,upi,Chennai,2024-01-01 02:35:00,0
TXN00156,CUST7585,80.33,electronics,wallet,Bangalore,2024-01-01 02:36:00,0
TXN00157,CUST2291,39.36,shopping,wallet,Chennai,2024-01-01 02:37:00,0
TXN00158,CUST4581,608.3585737558374,electronics,wallet,Delhi,2024-01-01 02:38:00,1
TXN00159,CUST8554,308.66,shopping,wallet,Chennai,2024-01-01 02:39:00,0
TXN00160,CUST8280,167.2,health,upi,Delhi,2024-01-01 02:40:00,0
TXN00161,CUST2636,630.78,shopping,card,Chennai,2024-01-01 02:41:00,0
TXN00162,CUST4696,76.59,shopping,netbanking,Mumbai,2024-01-01 02:42:00,0
TXN00163,CUST1698,49.59,shopping,wallet,Delhi,2024-01-01 02:43:00,0
TXN00164,CUST5737,226.31,health,wallet,Delhi,2024-01-01 02:44:00,0
TXN00165,CUST1854,284.1,travel,card,Mumbai,2024-01-01 02:45:00,0
TXN00166,CUST9164,50.95,shopping,upi,Mumbai,2024-01-01 02:46:00,0
TXN00167,CUST6855,15.94,travel,netbanking,Bangalore,2024-01-01 02:47:00,0
TXN00168,CUST8392,332.69,food,card,Mumbai,2024-01-01 02:48:00,0
TXN00169,CUST7528,750.17,electronics,card,Chennai,2024-01-01 02:49:00,0
TXN00170,CUST6249,206.94,travel,card,Mumbai,2024-01-01 02:50:00,0
TXN00171,CUST6172,65.11,food,card,Mumbai,2024-01-01 02:51:00,0
TXN00172,CUST2707,1141.11,electronics,wallet,Delhi,2024-01-01 02:52:00,0
TXN00173,CUST6791,447.48,shopping,netbanking,Delhi,2024-01-01 02:53:00,0
TXN00174,CUST6535,144.05,shopping,wallet,Mumbai,2024-01-01 02:54:00,0
TXN00175,CUST5931,348.96,shopping,card,Bangalore,2024-01-01 02:55:00,0
TXN00176,CUST4510,338.37,health,netbanking,Delhi,2024-01-01 02:56:00,0
TXN00177,CUST1202,546.06,health,card,Chennai,2024-01-01 02:57:00,0
TXN00178,CUST5218,367.67,health,upi,Chennai,2024-01-01 02:58:00,0
TXN00179,CUST9958,206.38,health,card,Mumbai,2024-01-01 02:59:00,0
TXN00180,CUST5389,187.96,food,card,Mumbai,2024-01-01 03:00:00,0
TXN00181,CUST3327,125.98,food,upi,Bangalore,2024-01-01 03:01:00,0
TXN00182,CUST9004,196.96,shopping,wallet,Mumbai,2024-01-01 03:02:00,0
TXN00183,CUST3931,317.16,electronics,netbanking,Pune,2024-01-01 03:03:00,0
TXN00184,CUST8777,695.0,health,card,Pune,2024-01-01 03:04:00,0
TXN00185,CUST1197,125.95,electronics,card,Mumbai,2024-01-01 03:05:00,0
TXN00186,CUST8125,170.5,food,upi,Pune,2024-01-01 03:06:00,0
TXN00187,CUST2930,117.69,health,netbanking,Chennai,2024-01-01 03:07:00,0
TXN00188,CUST7287,220.82,food,upi,Mumbai,2024-01-01 03:08:00,0
TXN00189,CUST9800,198.81,food,card,Chennai,2024-01-01 03:09:00,0
TXN00190,CUST5282,3.6,travel,wallet,Chennai,2024-01-01 03:10:00,0
TXN00191,CUST3511,155.81,food,wallet,Pune,2024-01-01 03:11:00,0
TXN00192,CUST1659,18.53,shopping,netbanking,Bangalore,2024-01-01 03:12:00,0
TXN00193,CUST3811,5.35,food,card,Chennai,2024-01-01 03:13:00,0
TXN00194,CUST8098,313.27,health,upi,Pune,2024-01-01 03:14:00,0
TXN00195,CUST7546,59.86,shopping,card,Bangalore,2024-01-01 03:15:00,0
TXN00196,CUST2986,259.69309758977334,food,upi,Pune,2024-01-01 03:16:00,1
TXN00197,CUST9338,13.25,shopping,upi,Pune,2024-01-01 03:17:00,0
TXN00198,CUST3911,167.60548751680855,food,netbanking,Mumbai,2024-01-01 03:18:00,1
TXN00199,CUST2734,290.15,shopping,upi,Delhi,2024-01-01 03:19:00,0
TXN00200,CUST2843,136.06,electronics,netbanking,Bangalore,2024-01-01 03:20:00,0
TXN00201,CUST9680,425.17,travel,wallet,Pune,2024-01-01 03:21:00,0
TXN00202,CUST3976,101.25,shopping,netbanking,Chennai,2024-01-01 03:22:00,0
TXN00203,CUST2959,62.59,health,netbanking,Chennai,2024-01-01 03:23:00,0
TXN00204,CUST6759,85.42,travel,netbanking,Delhi,2024-01-01 03:24:00,0
TXN00205,CUST7694,249.5,travel,wallet,Bangalore,2024-01-01 03:25:00,0
TXN00206,CUST3385,161.94,food,netbanking,Mumbai,2024-01-01 03:26:00,0
TXN00207,CUST5736,469.08,shopping,upi,Bangalore,2024-01-01 03:27:00,0
TXN00208,CUST2802,184.35,travel,upi,Chennai,2024-01-01 03:28:00,0
TXN00209,CUST9155,135.86,health,netbanking,Chennai,2024-01-01 03:29:00,0
TXN00210,CUST9120,308.12,health,upi,Mumbai,2024-01-01 03:30:00,0
TXN00211,CUST7616,589.52,health,netbanking,Mumbai,2024-01-01 03:31:00,0
TXN00212,CUST6534,87.96,food,wallet,Chennai,2024-01-01 03:32:00,0
TXN00213,CUST5061,57.5,electronics,upi,Pune,2024-01-01 03:33:00,0
TXN00214,CUST1262,191.54,shopping,netbanking,Pune,2024-01-01 03:34:00,0
TXN00215,CUST7287,138.18,travel,card,Mumbai,2024-01-01 03:35:00,0
TXN00216,CUST9815,905.37,shopping,wallet,Pune,2024-01-01 03:36:00,0
TXN00217,CUST3049,124.11,travel,card,Mumbai,2024-01-01 03:37:00,0
TXN00218,CUST6423,68.20384278024537,food,netbanking,Bangalore,2024-01-01 03:38:00,1
TXN00219,CUST5548,757.69,shopping,upi,Bangalore,2024-01-01 03:39:00,0
TXN00220,CUST4108,371.05,food,netbanking,Bangalore,2024-01-01 03:40:00,0
TXN00221,CUST8158,39.26,food,upi,Mumbai,2024-01-01 03:41:00,0
TXN00222,CUST8400,469.95,shopping,netbanking,Mumbai,2024-01-01 03:42:00,0
TXN00223,CUST4170,83.31,shopping,netbanking,Pune,2024-01-01 03:43:00,0
TXN00224,CUST3255,94.68,travel,upi,Pune,2024-01-01 03:44:00,0
TXN00225,CUST2154,473.73,health,upi,Pune,2024-01-01 03:45:00,0
TXN00226,CUST5499,659.4626095849726,food,netbanking,Delhi,2024-01-01 03:46:00,1
TXN00227,CUST7295,29.65,electronics,card,Mumbai,2024-01-01 03:47:00,0
TXN00228,CUST7197,92.11,travel,wallet,Bangalore,2024-01-01 03:48:00,0
TXN00229,CUST2648,256.1,travel,card,Bangalore,2024-01-01 03:49:00,0
TXN00230,CUST6539,38.28,health,card,Delhi,2024-01-01 03:50:00,0
TXN00231,CUST5199,178.43,health,card,Delhi,2024-01-01 03:51:00,0
TXN00232,CUST9445,237.67,food,card,Bangalore,2024-01-01 03:52:00,0
TXN00233,CUST3557,84.27,travel,upi,Mumbai,2024-01-01 03:53:00,0
TXN00234,CUST6592,236.76,travel,card,Bangalore,2024-01-01 03:54:00,0
TXN00235,CUST1098,431.19,electronics,wallet,Bangalore,2024-01-01 03:55:00,0
TXN00236,CUST3200,127.78,food,upi,Delhi,2024-01-01 03:56:00,0
TXN00237,CUST3961,96.55,food,card,Delhi,2024-01-01 03:57:00,0
TXN00238,CUST5973,57.85,health,upi,Pune,2024-01-01 03:58:00,0
TXN00239,CUST5433,185.37,food,card,Delhi,2024-01-01 03:59:00,0
TXN00240,CUST3869,423.81,electronics,card,Bangalore,2024-01-01 04:00:00,0
TXN00241,CUST1956,78.51,food,wallet,Pune,2024-01-01 04:01:00,0
TXN00242,CUST9352,100.91,shopping,upi,Bangalore,2024-01-01 04:02:00,0
TXN00243,CUST6699,104.39,shopping,upi,Mumbai,2024-01-01 04:03:00,0
TXN00244,CUST7944,164.57,electronics,netbanking,Mumbai,2024-01-01 04:04:00,0
TXN00245,CUST5493,51.86,health,card,Delhi,2024-01-01 04:05:00,0
TXN00246,CUST5911,345.43,travel,card,Pune,2024-01-01 04:06:00,0
TXN00247,CUST4987,70.08,food,wallet,Chennai,2024-01-01 04:07:00,0
TXN00248,CUST7015,244.4,health,wallet,Mumbai,2024-01-01 04:08:00,0
TXN00249,CUST2218,143.99,health,upi,Mumbai,2024-01-01 04:09:00,0
TXN00250,CUST5496,176.33,food,wallet,Mumbai,2024-01-01 04:10:00,0
TXN00251,CUST5735,39.59,travel,upi,Mumbai,2024-01-01 04:11:00,0
TXN00252,CUST5555,265.62,food,card,Delhi,2024-01-01 04:12:00,0
TXN00253,CUST9050,41.8,travel,card,Pune,2024-01-01 04:13:00,0
TXN00254,CUST4446,98.98815092833524,electronics,upi,Mumbai,2024-01-01 04:14:00,1
TXN00255,CUST2045,158.23,travel,wallet,Delhi,2024-01-01 04:15:00,0
TXN00256,CUST7893,247.09,health,wallet,Pune,2024-01-01 04:16:00,0
TXN00257,CUST2693,10.27,electronics,upi,Pune,2024-01-01 04:17:00,0
TXN00258,CUST4436,14.38,shopping,card,Chennai,2024-01-01 04:18:00,0
TXN00259,CUST9754,324.58,electronics,upi,Bangalore,2024-01-01 04:19:00,0
TXN00260,CUST6895,331.13,travel,wallet,Mumbai,2024-01-01 04:20:00,0
TXN00261,CUST4354,56.29,electronics,upi,Delhi,2024-01-01 04:21:00,0
TXN00262,CUST1225,191.02,electronics,card,Pune,2024-01-01 04:22:00,0
TXN00263,CUST5893,117.1,shopping,netbanking,Chennai,2024-01-01 04:23:00,0
TXN00264,CUST8022,200.31,travel,upi,Bangalore,2024-01-01 04:24:00,0
TXN00265,CUST6600,397.38,health,netbanking,Pune,2024-01-01 04:25:00,0
TXN00266,CUST8996,16.65,electronics,upi,Pune,2024-01-01 04:26:00,0
TXN00267,CUST8683,757.3117141585759,food,wallet,Mumbai,2024-01-01 04:27:00,1
TXN00268,CUST5642,135.86,health,wallet,Bangalore,2024-01-01 04:28:00,0
TXN00269,CUST8679,166.08,electronics,netbanking,Bangalore,2024-01-01 04:29:00,0
TXN00270,CUST9208,212.22,health,upi,Delhi,2024-01-01 04:30:00,0
TXN00271,CUST8339,1283.7256423142883,food,wallet,Chennai,2024-01-01 04:31:00,1
TXN00272,CUST3205,11.68,health,netbanking,Delhi,2024-01-01 04:32:00,0
TXN00273,CUST2069,15.782963668317818,health,netbanking,Chennai,2024-01-01 04:33:00,1
TXN00274,CUST4444,39.27,food,upi,Delhi,2024-01-01 04:34:00,0
TXN00275,CUST2060,860.24,food,wallet,Chennai,2024-01-01 04:35:00,0
TXN00276,CUST3327,251.11,food,netbanking,Mumbai,2024-01-01 04:36:00,0
TXN00277,CUST4420,190.72,shopping,card,Chennai,2024-01-01 04:37:00,0
TXN00278,CUST1301,9.64,food,card,Delhi,2024-01-01 04:38:00,0
TXN00279,CUST1606,422.58,health,wallet,Bangalore,2024-01-01 04:39:00,0
TXN00280,CUST4170,335.07,food,wallet,Pune,2024-01-01 04:40:00,0
TXN00281,CUST1699,218.61,electronics,card,Chennai,2024-01-01 04:41:00,0
TXN00282,CUST6088,82.84,food,netbanking,Chennai,2024-01-01 04:42:00,0
TXN00283,CUST1190,14.62,food,upi,Bangalore,2024-01-01 04:43:00,0
TXN00284,CUST1980,556.0798856088185,travel,netbanking,Mumbai,2024-01-01 04:44:00,1
TXN00285,CUST3975,254.38,health,wallet,Delhi,2024-01-01 04:45:00,0
TXN00286,CUST7102,19.8,health,wallet,Mumbai,2024-01-01 04:46:00,0
TXN00287,CUST2184,200.9,electronics,upi,Chennai,2024-01-01 04:47:00,0
TXN00288,CUST4327,67.48,shopping,netbanking,Chennai,2024-01-01 04:48:00,0
TXN00289,CUST4394,288.99,travel,upi,Mumbai,2024-01-01 04:49:00,0
TXN00290,CUST9319,155.14,electronics,netbanking,Delhi,2024-01-01 04:50:00,0
TXN00291,CUST2816,135.3946280958764,electronics,netbanking,Chennai,2024-01-01 04:51:00,1
TXN00292,CUST6854,149.53,health,card,Chennai,2024-01-01 04:52:00,0
TXN00293,CUST7709,100.75,travel,netbanking,Mumbai,2024-01-01 04:53:00,0
TXN00294,CUST1569,39.78,health,wallet,Pune,2024-01-01 04:54:00,0
TXN00295,CUST6442,368.42,shopping,wallet,Bangalore,2024-01-01 04:55:00,0
TXN00296,CUST2895,2.22,health,wallet,Chennai,2024-01-01 04:56:00,0
TXN00297,CUST3733,74.83,food,card,Delhi,2024-01-01 04:57:00,0
TXN00298,CUST4863,2.54,health,upi,Pune,2024-01-01 04:58:00,0
TXN00299,CUST8455,20.19,food,wallet,Mumbai,2024-01-01 04:59:00,0
TXN00300,CUST5014,70.51,electronics,wallet,Mumbai,2024-01-01 05:00:00,0
TXN00301,CUST2686,55.566893335073644,shopping,upi,Delhi,2024-01-01 05:01:00,1
TXN00302,CUST4009,181.58,food,card,Pune,2024-01-01 05:02:00,0
TXN00303,CUST8806,18.17,shopping,netbanking,Delhi,2024-01-01 05:03:00,0
TXN00304,CUST1154,241.94,health,upi,Chennai,2024-01-01 05:04:00,0
TXN00305,CUST2409,50.57165889678503,health,netbanking,Pune,2024-01-01 05:05:00,1
TXN00306,CUST1784,12.23,electronics,netbanking,Bangalore,2024-01-01 05:06:00,0
TXN00307,CUST9096,72.86,health,netbanking,Bangalore,2024-01-01 05:07:00,0
TXN00308,CUST8560,453.77,food,upi,Delhi,2024-01-01 05:08:00,0
TXN00309,CUST8343,205.11,electronics,upi,Bangalore,2024-01-01 05:09:00,0
TXN00310,CUST8206,294.05,shopping,netbanking,Delhi,2024-01-01 05:10:00,0
TXN00311,CUST6596,30.53,electronics,card,Chennai,2024-01-01 05:11:00,0
TXN00312,CUST6801,359.3,shopping,card,Chennai,2024-01-01 05:12:00,0
TXN00313,CUST3806,1.64,travel,card,Delhi,2024-01-01 05:13:00,0
TXN00314,CUST1537,47.92,food,wallet,Chennai,2024-01-01 05:14:00,0
TXN00315,CUST6986,191.47,food,netbanking,Bangalore,2024-01-01 05:15:00,0
TXN00316,CUST2841,94.08,shopping,wallet,Chennai,2024-01-01 05:16:00,0
TXN00317,CUST9716,829.47,health,card,Bangalore,2024-01-01 05:17:00,0
TXN00318,CUST7971,6.16,health,upi,Bangalore,2024-01-01 05:18:00,0
TXN00319,CUST6625,1314.0,travel,card,Mumbai,2024-01-01 05:19:00,0
TXN00320,CUST3950,195.44,shopping,wallet,Chennai,2024-01-01 05:20:00,0
TXN00321,CUST8992,163.61,travel,wallet,Chennai,2024-01-01 05:21:00,0
TXN00322,CUST5780,12.27,shopping,card,Delhi,2024-01-01 05:22:00,0
TXN00323,CUST3368,63.86,travel,netbanking,Delhi,2024-01-01 05:23:00,0
